x,y,z,Fx,Fy,Fz
-0.0383333333333,-0.0333333333333,0.0,-0.01764404422671747,-0.015620622438495133,-1.6184009105322981e-19
-0.0366666666667,-0.0333333333333,0.0,-0.017166736165074466,-0.015794184771083804,1.2947207284258385e-18
-0.035,-0.0333333333333,0.0,-0.01666369647049333,-0.01596548282159978,1.2947207284258385e-18
-0.0333333333333,-0.0333333333333,0.0,-0.016134039611594275,-0.016134039611594275,-1.2947207284258385e-18
-0.0316666666667,-0.0333333333333,0.0,-0.015576957856429303,-0.016299355224880463,0.0
-0.03,-0.0333333333333,0.0,-0.01499174225414692,-0.01646090889275085,0.0
-0.0283333333333,-0.0333333333333,0.0,-0.014377805181675708,-0.016618161597858915,0.0
-0.0266666666667,-0.0333333333333,0.0,-0.013734704108907753,-0.016770559213190626,-1.2947207284258385e-18
-0.025,-0.0333333333333,0.0,-0.01306216611274937,-0.016917536180044986,0.0
-0.0233333333333,-0.0333333333333,0.0,-0.012360112537933366,-0.017058519714658982,1.2947207284258385e-18
-0.0216666666667,-0.0333333333333,0.0,-0.011628683075112368,-0.01719293451727439,1.2947207284258385e-18
-0.02,-0.0333333333333,0.0,-0.010868258409566619,-0.01732020793981593,0.0
-0.0183333333333,-0.0333333333333,0.0,-0.010079480495545842,-0.017439775550321657,3.2368018210645963e-19
-0.0166666666667,-0.0333333333333,0.0,-0.009263269448233594,-0.017551087014511996,6.473603642129193e-19
-0.015,-0.0333333333333,0.0,-0.00842083602706868,-0.01765361219762309,0.0
-0.0133333333333,-0.0333333333333,0.0,-0.007553688719998708,-0.01774684737447824,1.2947207284258385e-18
-0.0116666666667,-0.0333333333333,0.0,-0.006663634538882694,-0.017830321423484043,0.0
-0.01,-0.0333333333333,0.0,-0.005752772804834726,-0.01790360187115691,1.2947207284258385e-18
-0.00833333333333,-0.0333333333333,0.0,-0.0048234814364496335,-0.01796630064917087,-3.2368018210645963e-19
-0.00666666666667,-0.0333333333333,0.0,-0.003878395547338521,-0.018018079426138416,0.0
-0.005,-0.0333333333333,0.0,-0.0029203784978634392,-0.018058654381237816,0.0
-0.00333333333333,-0.0333333333333,0.0,-0.0019524859085577398,-0.018087800297023733,-6.473603642129193e-19
-0.00166666666667,-0.0333333333333,0.0,-0.0009779235051501078,-0.018105353863562355,0.0
4.33680868994e-19,-0.0333333333333,0.0,-3.554087504180344e-19,-0.018111216105153132,6.473603642129193e-19
0.00166666666667,-0.0333333333333,0.0,0.0009779235051501074,-0.018105353863562355,-6.473603642129193e-19
0.00333333333333,-0.0333333333333,0.0,0.0019524859085577407,-0.018087800297023733,-6.473603642129193e-19
0.005,-0.0333333333333,0.0,0.00292037849786344,-0.018058654381237816,0.0
0.00666666666667,-0.0333333333333,0.0,0.003878395547338521,-0.018018079426138416,0.0
0.00833333333333,-0.0333333333333,0.0,0.0048234814364496335,-0.01796630064917087,-3.2368018210645963e-19
0.01,-0.0333333333333,0.0,0.005752772804834726,-0.01790360187115691,1.2947207284258385e-18
0.0116666666667,-0.0333333333333,0.0,0.006663634538882694,-0.017830321423484043,0.0
0.0133333333333,-0.0333333333333,0.0,0.007553688719998708,-0.01774684737447824,1.2947207284258385e-18
0.015,-0.0333333333333,0.0,0.00842083602706868,-0.01765361219762309,0.0
0.0166666666667,-0.0333333333333,0.0,0.009263269448233594,-0.017551087014511996,6.473603642129193e-19
0.0183333333333,-0.0333333333333,0.0,0.010079480495545842,-0.017439775550321657,3.2368018210645963e-19
0.02,-0.0333333333333,0.0,0.010868258409566619,-0.01732020793981593,0.0
0.0216666666667,-0.0333333333333,0.0,0.011628683075112368,-0.01719293451727439,1.2947207284258385e-18
0.0233333333333,-0.0333333333333,0.0,0.012360112537933366,-0.017058519714658982,1.2947207284258385e-18
0.025,-0.0333333333333,0.0,0.01306216611274937,-0.016917536180044986,0.0
0.0266666666667,-0.0333333333333,0.0,0.013734704108907753,-0.016770559213190626,-1.2947207284258385e-18
0.0283333333333,-0.0333333333333,0.0,0.014377805181675708,-0.016618161597858915,0.0
0.03,-0.0333333333333,0.0,0.01499174225414692,-0.016460908892750845,0.0
0.0316666666667,-0.0333333333333,0.0,0.015576957856429307,-0.016299355224880463,0.0
0.0333333333333,-0.0333333333333,0.0,0.016134039611594278,-0.01613403961159428,0.0
0.035,-0.0333333333333,0.0,0.016663696470493334,-0.01596548282159978,1.2947207284258385e-18
0.0366666666667,-0.0333333333333,0.0,0.017166736165074466,-0.015794184771083804,1.2947207284258385e-18
0.0383333333333,-0.0333333333333,0.0,0.01764404422671747,-0.015620622438495133,-1.6184009105322981e-19
0.04,-0.0333333333333,0.0,0.018096564804402995,-0.015445248271857372,0.0
