# Phase shifts (degrees) for ElmerFEM boundary conditions
0.00,199.08,339.99,53.29,53.29,339.99,199.08,0.00
199.08,53.29,206.42,286.68,286.68,206.42,53.29,199.08
339.99,206.42,9.74,95.91,95.91,9.74,206.42,339.99
53.29,286.68,95.91,185.59,185.59,95.91,286.68,53.29
53.29,286.68,95.91,185.59,185.59,95.91,286.68,53.29
339.99,206.42,9.74,95.91,95.91,9.74,206.42,339.99
199.08,53.29,206.42,286.68,286.68,206.42,53.29,199.08
0.00,199.08,339.99,53.29,53.29,339.99,199.08,0.00
